state,district,season,N,P,K,pH,humidity,rainfall,temperature
Karnataka,Raichur,kharif,74.4507,46.0097,39.7381,6.4531,70.6267,134.7333,26.604
Karnataka,Raichur,rabi,84.1035,54.1061,52.4876,6.4876,64.3738,104.0781,22.3464
Karnataka,Raichur,zaid,77.0196,46.703,38.603,6.373,72.8046,161.4097,24.5303
Karnataka,Ramanagara,kharif,75.2828,45.4569,41.2028,6.5143,68.3251,131.5533,27.0834
Karnataka,Ramanagara,rabi,84.7369,55.1578,53.4932,6.4897,64.7217,109.5926,22.5528
Karnataka,Ramanagara,zaid,77.5702,46.8883,42.1419,6.3855,71.2506,155.5326,24.8964
Karnataka,Shimoga,kharif,74.5263,45.4515,39.9498,6.4613,70.5304,134.7395,26.6917
Karnataka,Shimoga,rabi,83.7957,54.0262,49.815,6.4595,64.9927,108.9645,22.3332
Karnataka,Shimoga,zaid,76.9003,46.8337,37.5459,6.3596,72.4046,157.4966,24.3872
Karnataka,Shivamogga,kharif,80.0325,46.3573,45.7637,6.6392,62.4934,118.6769,27.9761
Karnataka,Shivamogga,rabi,86.8744,56.515,60.8496,6.5465,63.3926,102.8932,22.3193
Karnataka,Shivamogga,zaid,74.3926,45.6584,59.1295,6.3572,69.2507,148.2769,27.4244
Karnataka,Tumakuru,kharif,80.5113,46.5463,45.3921,6.6293,62.5212,116.3784,28.0523
Karnataka,Tumakuru,rabi,86.2722,56.0747,60.4274,6.5819,64.0201,106.2053,22.3817
Karnataka,Tumakuru,zaid,75.1858,46.1061,56.5496,6.4578,68.7151,143.1947,27.5831
Karnataka,Tumkur,kharif,74.5691,45.7892,39.9168,6.4436,70.4272,134.7589,26.7408
Karnataka,Tumkur,rabi,83.6302,52.8373,48.037,6.4723,68.1574,129.2876,22.6626
Karnataka,Tumkur,zaid,77.2317,47.315,37.7023,6.3397,72.3471,155.2023,24.4713
Karnataka,Udupi,kharif,72.6503,44.7931,42.3232,6.4673,70.7627,142.4638,27.2713
Karnataka,Udupi,rabi,83.4151,53.1188,50.6146,6.4833,68.4746,133.4417,22.5182
Karnataka,Udupi,zaid,78.2331,46.7588,40.2672,6.3793,73.4017,166.1268,24.7612
Karnataka,Uttar Kannad,kharif,73.6123,45.8791,39.8053,6.4347,70.4081,135.0053,26.5849
Karnataka,Uttar Kannad,rabi,83.1841,53.1293,47.9547,6.476,68.1782,129.9167,22.6736
Karnataka,Uttar Kannad,zaid,78.8596,46.7512,39.0165,6.359,73.0017,162.3793,24.4919
Karnataka,Uttara Kannada,kharif,81.1652,46.4796,45.4898,6.6478,61.9567,117.4894,27.8578
Karnataka,Uttara Kannada,rabi,85.5308,56.1939,60.824,6.5465,63.9591,106.3898,22.3745
Karnataka,Uttara Kannada,zaid,76.5079,46.383,55.6988,6.4341,70.3821,146.3578,27.6427
Karnataka,Vijayapura,kharif,79.4366,46.2577,44.8273,6.616,62.3115,118.6288,28.1004
Karnataka,Vijayapura,rabi,84.5428,57.3714,60.8146,6.5423,64.1334,104.2872,22.1592
Karnataka,Vijayapura,zaid,73.7058,45.7001,58.7409,6.4331,69.4507,146.8641,27.4437
Karnataka,Yadagiri,kharif,80.2325,46.6847,45.1718,6.6787,62.2391,116.3292,28.269
Karnataka,Yadagiri,rabi,86.4624,56.9148,60.4964,6.5585,64.3068,107.3911,22.4877
Karnataka,Yadagiri,zaid,75.5639,45.8391,56.6972,6.4396,69.0329,141.3292,27.7499
Karnataka,Yadgir,kharif,75.4058,44.6452,42.1705,6.5613,66.4705,128.0327,27.2026
Karnataka,Yadgir,rabi,84.1662,55.3447,54.1588,6.5161,65.3505,117.0589,22.4337
Karnataka,Yadgir,zaid,77.4872,45.4286,45.959,6.383,71.1509,156.5661,25.5604
Kerala,Alappuzha,kharif,86.1017,54.1406,55.0129,6.2375,83.1296,173.7201,26.7094
Kerala,Alappuzha,rabi,76.4642,46.9566,50.5686,6.5046,76.9481,197.3788,23.3133
Kerala,Alappuzha,zaid,77.6912,46.6271,49.8603,6.4353,77.4749,202.4514,25.7775
Kerala,Ernakulam,kharif,86.6961,54.1629,55.1868,6.2494,82.9502,172.7059,26.5878
Kerala,Ernakulam,rabi,77.4312,47.1797,50.4914,6.4864,76.9533,196.9884,23.467
Kerala,Ernakulam,zaid,78.5944,46.7815,50.4424,6.4418,77.3539,203.1418,25.4994
Kerala,Idukki,kharif,87.3058,53.6723,52.8838,6.2344,81.7241,165.6406,26.4309
Kerala,Idukki,rabi,78.24,46.9351,50.0917,6.4673,76.9303,195.3442,23.4241
Kerala,Idukki,zaid,78.3257,46.8546,50.5148,6.437,77.3385,203.1914,25.5909
Kerala,Kannur,kharif,86.3052,54.344,55.2144,6.2473,82.9877,172.6336,26.4872
Kerala,Kannur,rabi,77.2283,47.3715,49.318,6.4975,77.7531,195.7159,23.6756
Kerala,Kannur,zaid,78.0298,46.9105,49.0708,6.4336,77.7625,202.0397,25.6513
Kerala,Kasaragod,kharif,86.7409,54.0361,55.2163,6.2397,83.2766,173.3331,26.5521
Kerala,Kasaragod,rabi,77.2165,47.4157,49.5749,6.5017,76.5836,195.9292,23.3281
Kerala,Kasaragod,zaid,76.4905,46.8914,49.6115,6.4583,77.6011,204.4451,25.8566
Kerala,Kollam,kharif,87.3108,53.7328,55.094,6.2477,83.0642,173.6246,26.6983
Kerala,Kollam,rabi,77.9887,46.7034,49.6862,6.4933,77.0297,195.4848,23.5065
Kerala,Kollam,zaid,78.0331,46.0101,51.3084,6.4466,78.0538,197.7926,25.9827
Kerala,Kottayam,kharif,87.3773,53.9446,56.055,6.2498,83.2828,171.4164,26.6608
Kerala,Kottayam,rabi,77.4571,46.4335,49.5858,6.4935,76.6888,195.9563,23.6781
Kerala,Kottayam,zaid,76.9939,46.9808,50.0984,6.438,77.6675,201.8744,25.8711
Kerala,Kozhikode,kharif,87.0942,54.0072,55.0087,6.2357,83.4725,172.4669,26.7458
Kerala,Kozhikode,rabi,76.9505,47.3461,50.6241,6.4917,76.9181,196.1945,23.5192
Kerala,Kozhikode,zaid,76.7861,47.1291,49.6638,6.4073,77.6105,205.4092,25.6647
Kerala,Malappuram,kharif,87.2704,54.1861,55.1273,6.2513,82.9755,171.0453,26.5766
Kerala,Malappuram,rabi,77.8562,46.6729,50.3337,6.4956,76.8522,196.1092,23.3705
Kerala,Malappuram,zaid,77.3303,46.8035,50.212,6.4204,77.758,201.9098,25.6547
Kerala,Palakkad,kharif,86.6271,54.1516,52.236,6.2321,81.7664,165.6099,26.3619
Kerala,Palakkad,rabi,77.5112,47.1663,49.3562,6.5016,77.4519,196.8727,23.6665
Kerala,Palakkad,zaid,76.6762,46.9317,50.0768,6.4196,77.7129,202.8773,25.7726
Kerala,Pathanamthitta,kharif,87.112,53.773,54.7313,6.2518,82.9338,170.8264,26.6004
Kerala,Pathanamthitta,rabi,76.9163,46.7677,50.3929,6.4783,76.8448,196.678,23.4807
Kerala,Pathanamthitta,zaid,77.7991,46.9498,49.7782,6.4117,77.5991,201.09,25.7907
Kerala,Thiruvananthapuram,kharif,87.5273,54.0219,54.7364,6.2402,82.9693,172.8986,26.661
Kerala,Thiruvananthapuram,rabi,76.9799,46.6699,50.7154,6.4998,76.5269,194.7852,23.601
Kerala,Thiruvananthapuram,zaid,76.5613,46.5247,49.9031,6.4399,78.1859,204.5802,25.6468
Kerala,Thrissur,kharif,86.4627,54.0132,55.7968,6.2542,82.9735,173.0984,26.6905
Kerala,Thrissur,rabi,77.4444,46.9043,48.9859,6.5008,77.2345,196.1868,23.4101
Kerala,Thrissur,zaid,76.5074,47.3282,50.6924,6.4457,77.2272,204.2799,25.7451
Kerala,Wayanad,kharif,89.2721,55.8502,59.1167,6.1855,83.1787,150.9796,27.5048
Kerala,Wayanad,rabi,77.6771,46.6166,49.2205,6.4767,76.8652,195.4791,23.5465
Kerala,Wayanad,zaid,77.4087,47.014,50.4836,6.4401,77.8758,204.7375,25.7544
Madhya Pradesh,Agar Malwa,kharif,74.1197,51.9847,44.5758,6.6727,65.2918,124.9857,27.2897
Madhya Pradesh,Agar Malwa,rabi,84.6043,57.2879,51.5599,6.5643,60.6564,101.5773,19.5503
Madhya Pradesh,Agar Malwa,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Alirajpur,kharif,75.1119,51.4323,43.3574,6.6108,67.4253,133.0241,26.9686
Madhya Pradesh,Alirajpur,rabi,84.9452,57.2492,50.8648,6.5699,60.3475,99.6742,19.3285
Madhya Pradesh,Alirajpur,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Anuppur,kharif,76.5791,51.858,42.3791,6.5884,68.0001,133.9967,26.7035
Madhya Pradesh,Anuppur,rabi,84.8977,57.7196,50.8967,6.5519,60.5597,100.0127,19.6091
Madhya Pradesh,Anuppur,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Ashoknagar,kharif,75.2275,51.4478,42.6166,6.6,67.5366,133.1329,26.6161
Madhya Pradesh,Ashoknagar,rabi,84.3594,57.0644,51.6471,6.5666,60.692,101.4918,19.5583
Madhya Pradesh,Ashoknagar,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Balaghat,kharif,78.0781,54.0443,42.1453,6.5231,69.5541,134.0246,26.4819
Madhya Pradesh,Balaghat,rabi,85.0302,57.652,51.2095,6.5628,60.916,100.0246,19.8094
Madhya Pradesh,Balaghat,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Barwani,kharif,78.0692,54.2072,42.0456,6.5258,69.4443,133.8317,26.3733
Madhya Pradesh,Barwani,rabi,84.6975,57.4693,51.2923,6.5633,60.8401,98.8647,19.3832
Madhya Pradesh,Barwani,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Bastar,kharif,73.9527,52.0829,45.398,6.671,65.9184,127.2799,27.7674
Madhya Pradesh,Bastar,rabi,85.825,57.6491,51.1996,6.5782,60.4927,100.1519,19.6234
Madhya Pradesh,Betul,kharif,77.1381,52.8327,41.8637,6.5476,68.6458,136.1636,26.2687
Madhya Pradesh,Betul,rabi,85.3174,57.7137,51.4545,6.5733,60.0785,101.235,19.6573
Madhya Pradesh,Betul,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Bhind,kharif,75.4095,50.6173,42.863,6.611,68.3935,141.561,26.6544
Madhya Pradesh,Bhind,rabi,85.338,57.2734,51.173,6.5628,60.425,102.3236,19.5175
Madhya Pradesh,Bhopal,kharif,75.5056,50.9602,40.9539,6.5749,68.0235,134.1863,26.4582
Madhya Pradesh,Bhopal,rabi,85.0765,57.7354,51.4264,6.5593,60.4072,100.4693,19.7035
Madhya Pradesh,Bhopal,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Bilaspur,kharif,74.4573,52.2524,46.2663,6.6892,65.846,126.7654,27.7946
Madhya Pradesh,Bilaspur,rabi,85.3659,57.3505,51.12,6.5533,60.2102,100.6482,19.7409
Madhya Pradesh,Burhanpur,kharif,78.1589,54.4129,43.1927,6.5377,68.8085,130.9618,26.8507
Madhya Pradesh,Burhanpur,rabi,84.9947,58.0861,51.3606,6.5584,60.6952,100.6811,19.6189
Madhya Pradesh,Burhanpur,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Chhatarpur,kharif,77.2815,52.3484,41.6259,6.5495,68.9603,135.5317,26.4493
Madhya Pradesh,Chhatarpur,rabi,85.3843,57.3329,50.9608,6.5466,60.4362,101.4625,19.511
Madhya Pradesh,Chhindwara,kharif,77.5197,52.644,41.7769,6.5257,69.2027,135.1461,26.3334
Madhya Pradesh,Chhindwara,rabi,83.9585,57.4732,50.6424,6.5822,61.0787,99.7717,19.7045
Madhya Pradesh,Chhindwara,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Damoh,kharif,77.3671,52.8564,42.0777,6.5388,69.183,135.2981,26.419
Madhya Pradesh,Damoh,rabi,85.3823,57.6912,51.3316,6.5668,60.8617,100.6048,19.5564
Madhya Pradesh,Damoh,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Dantewada,kharif,73.5062,52.7386,45.8384,6.6827,66.5634,128.3057,27.6971
Madhya Pradesh,Dantewada,rabi,84.6196,57.9455,51.5938,6.5736,60.4338,101.0559,19.4434
Madhya Pradesh,Datia,kharif,75.9056,51.0063,40.8701,6.5791,67.8991,136.1792,26.3337
Madhya Pradesh,Datia,rabi,84.5359,57.3327,51.3862,6.546,60.7577,101.2192,19.665
Madhya Pradesh,Dewas,kharif,77.1584,52.6701,41.7077,6.5534,68.3952,134.3066,26.333
Madhya Pradesh,Dewas,rabi,85.9279,57.5121,51.2164,6.5418,60.5086,101.3797,19.42
Madhya Pradesh,Dhamtari,kharif,74.2577,52.285,46.306,6.7071,65.4824,129.3507,27.8815
Madhya Pradesh,Dhamtari,rabi,84.2546,56.6598,51.2946,6.5523,61.127,100.4576,19.6112
Madhya Pradesh,Dhar,kharif,78.6232,54.243,42.0862,6.5221,69.2138,132.9653,26.5846
Madhya Pradesh,Dhar,rabi,85.1592,57.5105,51.7915,6.5716,60.9232,100.4645,19.7072
Madhya Pradesh,Dhar,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Dindori,kharif,75.6698,51.6562,41.0546,6.5901,68.491,136.9703,26.4122
Madhya Pradesh,Dindori,rabi,85.0271,58.2205,51.0783,6.5575,60.7289,101.0791,19.5258
Madhya Pradesh,Durg,kharif,74.1155,51.9155,45.7004,6.668,65.5532,125.9452,27.4862
Madhya Pradesh,Durg,rabi,84.8515,57.4542,51.2977,6.5557,60.7972,101.27,19.5503
Madhya Pradesh,Guna,kharif,75.7048,51.113,41.3121,6.5933,67.9194,136.0103,26.3538
Madhya Pradesh,Guna,rabi,85.3435,57.8676,51.5267,6.5476,60.8549,101.5312,19.4808
Madhya Pradesh,Gwalior,kharif,75.6247,50.8332,41.5168,6.5738,67.6461,137.1911,26.4382
Madhya Pradesh,Gwalior,rabi,84.5654,58.1017,51.1568,6.5632,60.6978,100.0104,19.6155
Madhya Pradesh,Gwalior,zaid,79.18,47.8667,33.1767,6.3654,76.546,185.7097,23.256
Madhya Pradesh,Harda,kharif,77.4947,53.422,42.209,6.5487,69.0674,132.9121,26.3851
Madhya Pradesh,Harda,rabi,85.3655,57.596,51.5131,6.5472,60.4401,101.2324,19.5168
Madhya Pradesh,Harda,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Hoshangabad,kharif,77.9459,53.5071,42.0221,6.5084,69.1393,132.8434,26.4222
Madhya Pradesh,Hoshangabad,rabi,85.0693,58.1934,51.8547,6.5791,60.9933,100.7724,19.4219
Madhya Pradesh,Hoshangabad,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Indore,kharif,75.4844,50.9335,41.1662,6.5844,67.436,133.4958,26.5001
Madhya Pradesh,Indore,rabi,85.8234,57.5631,51.0634,6.5289,59.9872,102.389,19.5111
Madhya Pradesh,Indore,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Jabalpur,kharif,76.2568,51.6663,41.605,6.5631,68.4001,135.1012,26.374
Madhya Pradesh,Jabalpur,rabi,85.323,57.686,51.6211,6.5543,60.6502,100.3662,19.4779
Madhya Pradesh,Janjgir-Champa,kharif,73.4236,51.9908,46.5858,6.6653,65.7101,127.4,27.6639
Madhya Pradesh,Janjgir-Champa,rabi,84.8213,57.6346,50.687,6.5563,61.0616,100.881,19.3955
Madhya Pradesh,Jashpur,kharif,75.2198,51.9305,46.5449,6.663,66.1254,126.8392,27.6871
Madhya Pradesh,Jashpur,rabi,84.5485,57.8158,51.5058,6.5673,60.5915,100.3555,19.6097
Madhya Pradesh,Jhabua,kharif,76.074,51.1516,41.2117,6.558,68.4889,136.5219,26.4401
Madhya Pradesh,Jhabua,rabi,84.8595,57.7796,51.1942,6.5629,60.7127,101.0442,19.6016
Madhya Pradesh,Jhabua,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Kabirdham,kharif,73.6936,52.1931,46.427,6.6836,65.0903,124.7773,27.8415
Madhya Pradesh,Kabirdham,rabi,84.6795,57.4276,51.4394,6.5676,60.5332,100.2778,19.4605
Madhya Pradesh,Kanker,kharif,75.0665,52.3793,45.8544,6.682,66.3755,128.156,27.8593
Madhya Pradesh,Kanker,rabi,84.617,57.6405,51.6263,6.5726,60.597,101.7837,19.5783
Madhya Pradesh,Katni,kharif,76.7866,52.1026,41.6181,6.5583,68.6358,136.8817,26.4014
Madhya Pradesh,Katni,rabi,85.1451,57.6293,51.1917,6.5893,60.5444,101.3685,19.4487
Madhya Pradesh,Katni,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Khandwa,kharif,78.3057,54.3129,42.0165,6.5109,69.627,134.3173,26.4536
Madhya Pradesh,Khandwa,rabi,85.1764,57.6746,51.6784,6.5572,60.7732,100.6272,19.3819
Madhya Pradesh,Khandwa,zaid,78.47,48.1533,26.4833,6.3053,70.8191,135.2384,22.8226
Madhya Pradesh,Khargone,kharif,78.0024,54.3334,42.0192,6.4935,69.4806,133.6167,26.5196
Madhya Pradesh,Khargone,rabi,85.0381,58.0989,50.4176,6.5651,60.531,100.9659,19.5569
Madhya Pradesh,Khargone,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Korba,kharif,74.3133,52.5913,46.4432,6.6838,65.6319,126.6705,27.8282
Madhya Pradesh,Korba,rabi,84.6062,57.5701,51.2872,6.5553,60.5096,100.5789,19.5686
Madhya Pradesh,Korea,kharif,73.5875,52.367,46.3927,6.6961,65.1519,127.9809,27.7027
Madhya Pradesh,Korea,rabi,85.5154,57.2068,50.9845,6.5506,61.1792,101.2812,19.5329
Madhya Pradesh,Mahasamund,kharif,74.1981,52.2412,46.3257,6.69,65.4158,129.1246,27.6616
Madhya Pradesh,Mahasamund,rabi,85.1706,57.9084,51.1476,6.563,61.244,100.3978,19.5819
Madhya Pradesh,Mandla,kharif,76.5476,52.2013,41.4864,6.5461,68.7328,135.8892,26.4042
Madhya Pradesh,Mandla,rabi,84.8199,57.6126,51.5824,6.5398,60.6738,100.3168,19.6915
Madhya Pradesh,Mandsaur,kharif,75.0562,50.9704,40.7167,6.6012,66.5468,127.222,26.7782
Madhya Pradesh,Mandsaur,rabi,84.6795,57.0672,50.595,6.5492,60.586,100.4014,19.3978
Madhya Pradesh,Mandsaur,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Morena,kharif,75.1347,51.0423,41.8369,6.5843,67.8954,137.6477,26.5261
Madhya Pradesh,Morena,rabi,85.6899,57.3326,51.4191,6.563,61.0514,100.382,19.5212
Madhya Pradesh,Narsinghpur,kharif,76.9246,52.1102,41.3247,6.544,68.7626,134.7365,26.3815
Madhya Pradesh,Narsinghpur,rabi,85.0401,58.092,51.457,6.5594,60.9988,100.9461,19.5952
Madhya Pradesh,Narsinghpur,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Neemuch,kharif,75.7361,51.0765,41.2881,6.6116,67.6781,133.8648,26.3205
Madhya Pradesh,Neemuch,rabi,85.7821,57.5712,50.723,6.5382,60.7485,100.0204,19.6868
Madhya Pradesh,Neemuch,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Panna,kharif,76.4701,52.979,41.5691,6.5484,68.5651,135.3934,26.381
Madhya Pradesh,Panna,rabi,85.1852,57.8,51.3022,6.5775,61.1046,101.6893,19.4618
Madhya Pradesh,Raipur,kharif,73.0409,51.4156,45.6147,6.678,65.754,127.8365,27.7202
Madhya Pradesh,Raipur,rabi,85.6046,57.6293,50.6411,6.5569,60.9963,100.6458,19.6513
Madhya Pradesh,Raisen,kharif,75.1898,50.6718,41.6072,6.5595,68.3857,138.1163,26.2926
Madhya Pradesh,Raisen,rabi,84.5639,58.0526,51.3245,6.542,60.6725,101.865,19.4591
Madhya Pradesh,Raisen,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Rajgarh,kharif,75.8167,51.0273,40.8957,6.5773,68.0071,138.2821,26.3225
Madhya Pradesh,Rajgarh,rabi,85.2102,58.1118,51.4841,6.5603,60.4683,101.1977,19.4873
Madhya Pradesh,Rajgarh,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Rajnandgaon,kharif,74.2768,51.9837,45.6648,6.6829,65.402,125.4633,27.7226
Madhya Pradesh,Rajnandgaon,rabi,85.1051,58.1415,51.2098,6.5742,60.5582,100.4258,19.7324
Madhya Pradesh,Ratlam,kharif,76.5202,52.5978,41.4496,6.5597,68.1824,132.9802,26.5087
Madhya Pradesh,Ratlam,rabi,85.4096,57.807,51.5593,6.5528,61.105,101.1919,19.3453
Madhya Pradesh,Ratlam,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Rewa,kharif,77.5796,53.8127,41.8339,6.5155,68.9946,134.1695,26.4204
Madhya Pradesh,Rewa,rabi,85.509,57.731,51.4543,6.5602,60.9277,101.3331,19.5344
Madhya Pradesh,Sagar,kharif,76.6708,52.425,41.6167,6.5223,68.8488,134.6324,26.4282
Madhya Pradesh,Sagar,rabi,84.8819,57.7864,51.3143,6.5655,60.346,99.2663,19.5035
Madhya Pradesh,Sagar,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Satna,kharif,75.663,51.7692,41.5452,6.5586,68.2471,136.9489,26.3562
Madhya Pradesh,Satna,rabi,84.8562,57.3529,51.3099,6.5553,60.2388,100.5392,19.6671
Madhya Pradesh,Satna,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Sehore,kharif,76.592,51.0596,41.0977,6.5754,67.9779,134.7496,26.362
Madhya Pradesh,Sehore,rabi,85.0297,57.9806,51.5357,6.5523,60.4333,100.8329,19.3844
Madhya Pradesh,Seoni,kharif,77.1956,52.2596,41.6994,6.5446,68.9244,135.6226,26.5364
Madhya Pradesh,Seoni,rabi,84.9213,57.1324,51.3659,6.5688,60.9495,98.7022,19.5424
Madhya Pradesh,Seoni,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Shahdol,kharif,77.6823,53.5281,41.7517,6.5254,68.801,134.8548,26.4258
Madhya Pradesh,Shahdol,rabi,85.1183,57.6274,50.9873,6.6034,60.6832,99.8254,19.3399
Madhya Pradesh,Shahdol,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Shajapur,kharif,75.1335,50.8849,41.0996,6.5816,67.8302,134.8498,26.2573
Madhya Pradesh,Shajapur,rabi,85.0864,57.1745,51.3098,6.5913,60.6281,101.8125,19.5485
Madhya Pradesh,Shajapur,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Sheopur,kharif,75.8666,51.3147,41.0901,6.576,67.9994,135.9779,26.2844
Madhya Pradesh,Sheopur,rabi,84.6611,57.7003,51.4154,6.5572,61.3395,100.2302,19.6648
Madhya Pradesh,Shivpuri,kharif,76.4643,51.1332,40.8016,6.5765,67.9885,136.011,26.3878
Madhya Pradesh,Shivpuri,rabi,84.866,58.0722,51.2091,6.5802,60.5805,100.565,19.6148
Madhya Pradesh,Shivpuri,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Madhya Pradesh,Sidhi,kharif,78.0665,54.1559,42.1052,6.531,69.0459,135.1429,26.3553
Madhya Pradesh,Sidhi,rabi,85.6411,57.09,50.7118,6.5716,60.3097,101.3558,19.5031
Madhya Pradesh,Singrauli,kharif,76.7318,54.4504,43.5835,6.5913,68.2911,130.5032,26.9644
Madhya Pradesh,Singrauli,rabi,84.419,57.5361,50.9605,6.5441,60.9216,100.685,19.576
Madhya Pradesh,Singrauli,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Madhya Pradesh,Surguja,kharif,75.2438,52.2039,45.7667,6.681,65.7269,128.1741,27.7591
Madhya Pradesh,Surguja,rabi,84.7368,57.7572,51.1024,6.5497,60.711,99.7941,19.5836
Madhya Pradesh,Tikamgarh,kharif,77.4298,52.6827,41.6374,6.54,68.7673,134.7913,26.3317
Madhya Pradesh,Tikamgarh,rabi,84.6668,56.8804,51.226,6.5711,60.8116,101.2236,19.3189
Madhya Pradesh,Ujjain,kharif,75.7979,52.253,41.6639,6.5664,67.1135,128.4055,26.6851
Madhya Pradesh,Ujjain,rabi,84.2441,57.4399,50.9005,6.556,60.7895,100.4761,19.5458
Madhya Pradesh,Ujjain,zaid,78.825,48.01,29.83,6.3353,73.6825,160.4741,23.0393
Madhya Pradesh,Umaria,kharif,76.4093,52.0904,41.4887,6.5627,68.5269,135.982,26.3176
Madhya Pradesh,Umaria,rabi,84.1681,57.0605,51.6397,6.57,60.6,101.216,19.6298
Madhya Pradesh,Umaria,zaid,79.89,47.58,39.87,6.4255,82.2728,236.1811,23.6893
Madhya Pradesh,Vidisha,kharif,75.6873,50.8927,40.8748,6.5944,67.7742,137.0654,26.2433
Madhya Pradesh,Vidisha,rabi,84.7605,57.8611,51.8554,6.5504,60.7818,101.0735,19.5895
Madhya Pradesh,Vidisha,zaid,77.76,48.44,19.79,6.2452,65.0922,84.767,22.3892
Maharashtra,Ahmednagar,kharif,78.8557,49.9346,40.8386,6.5853,65.8493,131.0463,26.2748
Maharashtra,Ahmednagar,rabi,89.4197,55.5156,47.6193,6.5083,62.2866,99.3659,21.4912
Maharashtra,Ahmednagar,zaid,77.8753,47.6054,37.7328,6.306,65.9106,107.5256,24.8081
Maharashtra,Akola,kharif,79.0427,50.2423,40.5841,6.6051,62.6904,111.9693,26.6217
Maharashtra,Akola,rabi,89.9508,56.3229,50.3121,6.5255,62.6109,99.3761,21.4965
Maharashtra,Akola,zaid,75.5672,46.5805,49.3626,6.3253,67.5374,126.0881,26.7143
Maharashtra,Amravati,kharif,80.0696,49.8119,40.8103,6.5833,65.9587,130.7974,26.2005
Maharashtra,Amravati,rabi,91.766,57.0516,53.0302,6.5458,61.3261,100.5371,21.4936
Maharashtra,Amravati,zaid,77.5321,48.3966,40.9521,6.326,65.224,111.9474,25.4174
Maharashtra,Aurangabad,kharif,79.3263,50.5172,40.6207,6.6128,64.0241,122.7911,26.3497
Maharashtra,Aurangabad,rabi,89.2168,56.1963,48.5104,6.5221,62.4978,98.9055,21.6694
Maharashtra,Aurangabad,zaid,77.7042,47.2973,36.4983,6.3365,66.3381,107.9061,24.6892
Maharashtra,Beed,kharif,79.5294,49.8052,40.9844,6.6196,65.6931,130.4901,26.3884
Maharashtra,Beed,rabi,90.1369,55.6691,47.5458,6.4928,61.93,98.7035,21.7749
Maharashtra,Beed,zaid,75.9823,46.9588,38.2458,6.3341,65.9662,109.4339,24.7228
Maharashtra,Bhandara,kharif,79.148,50.6132,42.8475,6.6134,65.9411,136.424,26.8325
Maharashtra,Bhandara,rabi,93.3178,58.0681,56.7016,6.5749,61.9781,102.7166,21.4237
Maharashtra,Bhandara,zaid,79.0667,47.4764,46.0965,6.4247,75.4079,192.5063,25.385
Maharashtra,Buldhana,kharif,79.3586,50.2194,40.5537,6.6139,63.4979,116.335,26.6439
